1 w= 11 d= 15462 c= 63023 l= 2147483647 p= 81920 b= 68608 ch= 8899584 tc=  1.3145 tb=  4.4804 s= 0 / 150
2 w= 12 d= 21843 c= 90587 l= 2147483647 p= 131072 b= 113664 ch= 20420608 tc=  3.1183 tb= 11.3131 s= 0 / 150
3 w= 12 d= 28104 c= 115678 l= 2147483647 p= 131072 b= 111616 ch= 17624064 tc=  2.6564 tb=  9.2952 s= 0 / 150
4 w= 12 d= 26557 c= 110938 l= 2147483647 p= 98304 b= 88064 ch= 13150208 tc=  2.1077 tb=  6.6526 s= 0 / 150
5 w= 12 d= 28088 c= 115586 l= 2147483647 p= 163840 b= 150528 ch= 26961920 tc=  4.1299 tb= 15.1941 s= 0 / 150
6 w= 12 d= 24362 c= 100934 l= 2147483647 p= 131072 b= 113664 ch= 19217408 tc=  2.6844 tb=  9.1851 s= 0 / 150
7 w= 12 d= 28104 c= 115678 l= 2147483647 p= 114688 b= 100352 ch= 16373760 tc=  2.5484 tb=  8.7060 s= 0 / 150
8 w= 12 d= 23858 c= 98311 l= 2147483647 p= 131072 b= 117760 ch= 20215808 tc=  2.7198 tb=  9.5290 s= 0 / 150
9 w= 11 d= 13959 c= 56769 l= 2147483647 p= 65536 b= 54272 ch= 7022592 tc=  0.8711 tb=  2.9551 s= 0 / 150
10 w= 11 d= 11425 c= 46339 l= 2147483647 p= 49152 b= 44032 ch= 5053440 tc=  0.6619 tb=  2.0660 s= 0 / 150
11 w= 11 d= 18418 c= 75142 l= 2147483647 p= 81920 b= 76800 ch= 10328064 tc=  1.6379 tb=  5.1407 s= 0 / 150
12 w= 11 d= 11505 c= 46650 l= 2147483647 p= 49152 b= 44032 ch= 4999168 tc=  0.6507 tb=  2.0183 s= 0 / 150
13 w= 11 d= 18748 c= 76682 l= 2147483647 p= 98304 b= 78848 ch= 10445824 tc=  1.5755 tb=  4.9957 s= 0 / 150
14 w= 11 d= 11425 c= 46339 l= 2147483647 p= 49152 b= 44032 ch= 5056512 tc=  0.6786 tb=  2.1876 s= 0 / 150
