1 w= 13 d= 38084 c= 158504 l= 2147483647 p= 81910 b= 524288 ch= 16777206 tc=  1.3420 tb=  3.4890 dp= 0 cp= 0 mlc= 1446307 mld= 1451248 mn= 65176 ex= 2719088 xn= 16 wv= 17500 bu= 53819 cu= 2500815 pu= 75470 vs= 259932 s= 3867 / 1500
2 w= 11 d= 15462 c= 63023 l= 2147483647 p= 81910 b= 131072 ch= 16777206 tc=  1.2068 tb=  3.7436 dp= 0 cp= 0 mlc= 519565 mld= 525475 mn= 26167 ex= 1540462 xn= 13 wv= 7088 bu= 67804 cu= 8899454 pu= 72508 vs= 26355 s= 0 / 1500
3 w= 12 d= 21843 c= 90587 l= 2147483647 p= 131056 b= 131072 ch= 33554412 tc=  2.5615 tb=  8.4776 dp= 0 cp= 0 mlc= 928351 mld= 937134 mn= 37056 ex= 1693755 xn= 14 wv= 10712 bu= 113467 cu= 20419732 pu= 120355 vs= 42864 s= 0 / 1500
4 w= 14 d= 53436 c= 223037 l= 2147483647 p= 491460 b= 524288 ch= 67108824 tc= 15.1732 tb= 41.2200 dp= 0 cp= 0 mlc= 6557169 mld= 6573983 mn= 91192 ex= 2872381 xn= 17 wv= 37479 bu= 400212 cu= 53034101 pu= 481421 vs= 401506 s= 1421 / 1500
5 w= 15 d= 98885 c= 414630 l= 2147483647 p= 425932 b= 1048576 ch= 100663236 tc= 17.6819 tb= 49.2293 dp= 0 cp= 0 mlc= 5616535 mld= 5635299 mn= 169127 ex= 2561400 xn= 16 wv= 34334 bu= 386861 cu= 95328264 pu= 411095 vs= 204099 s= 1 / 1500
6 w= 13 d= 43736 c= 181907 l= 2147483647 p= 376786 b= 524288 ch= 100663236 tc= 12.3351 tb= 39.0680 dp= 0 cp= 0 mlc= 2775632 mld= 2791629 mn= 74196 ex= 2078203 xn= 15 wv= 19123 bu= 344335 cu= 98121730 pu= 363567 vs= 82740 s= 0 / 1500
7 w= 12 d= 28104 c= 115678 l= 2147483647 p= 163820 b= 262144 ch= 33554412 tc=  3.4086 tb= 10.2704 dp= 0 cp= 0 mlc= 1214171 mld= 1223863 mn= 47490 ex= 1941028 xn= 12 wv= 11362 bu= 149824 cu= 26982912 pu= 155731 vs= 55392 s= 0 / 1500
8 w= 12 d= 37469 c= 154587 l= 2147483647 p= 81910 b= 524288 ch= 16777206 tc=  1.5106 tb=  4.1433 dp= 0 cp= 0 mlc= 960894 mld= 967101 mn= 63227 ex= 1972538 xn= 14 wv= 13694 bu= 64842 cu= 7638779 pu= 75481 vs= 73350 s= 3 / 1500
9 w= 15 d= 101545 c= 425596 l= 2147483647 p= 180202 b= 2097152 ch= 16777206 tc=  4.0206 tb= 10.2964 dp= 0 cp= 0 mlc= 1804390 mld= 1808895 mn= 173206 ex= 2462044 xn= 16 wv= 27307 bu= 85212 cu= 12516509 pu= 175210 vs= 212786 s= 239 / 1500
10 w= 12 d= 26557 c= 110938 l= 2147483647 p= 131056 b= 262144 ch= 33554412 tc=  2.4137 tb=  6.9477 dp= 0 cp= 0 mlc= 1045801 mld= 1055175 mn= 45593 ex= 1963862 xn= 13 wv= 11079 bu= 109072 cu= 17730113 pu= 118525 vs= 48210 s= 0 / 1500
11 w= 12 d= 28088 c= 115586 l= 2147483647 p= 163820 b= 262144 ch= 33554412 tc=  3.5295 tb= 10.4816 dp= 0 cp= 0 mlc= 1222026 mld= 1231718 mn= 47448 ex= 1762180 xn= 12 wv= 11376 bu= 150386 cu= 26961597 pu= 156297 vs= 55452 s= 0 / 1500
12 w= 14 d= 75927 c= 316479 l= 2147483647 p= 65528 b= 1048576 ch= 16777206 tc=  1.5024 tb=  3.7593 dp= 0 cp= 0 mlc= 1594057 mld= 1599766 mn= 129712 ex= 2019143 xn= 15 wv= 22105 bu= 48498 cu= 5932658 pu= 63680 vs= 158592 s= 6 / 1500
13 w= 12 d= 24362 c= 100934 l= 2147483647 p= 131056 b= 262144 ch= 33554412 tc=  2.5469 tb=  7.2347 dp= 0 cp= 0 mlc= 971706 mld= 980591 mn= 41357 ex= 2025670 xn= 13 wv= 10378 bu= 117888 cu= 20649506 pu= 125769 vs= 47286 s= 0 / 1500
14 w= 12 d= 28104 c= 115678 l= 2147483647 p= 163820 b= 262144 ch= 33554412 tc=  3.6176 tb= 10.7323 dp= 0 cp= 0 mlc= 1214529 mld= 1224192 mn= 47490 ex= 1774060 xn= 12 wv= 11362 bu= 148352 cu= 26918156 pu= 154259 vs= 55392 s= 0 / 1500
15 w= 12 d= 23858 c= 98311 l= 2147483647 p= 131056 b= 262144 ch= 33554412 tc=  2.1547 tb=  6.2802 dp= 0 cp= 0 mlc= 840305 mld= 848003 mn= 40362 ex= 2216318 xn= 13 wv= 10165 bu= 94795 cu= 17061895 pu= 124774 vs= 47208 s= 0 / 1500
16 w= 11 d= 13959 c= 56769 l= 2147483647 p= 65528 b= 131072 ch= 16777206 tc=  0.7593 tb=  2.1891 dp= 0 cp= 0 mlc= 429235 mld= 434490 mn= 23568 ex= 1673349 xn= 12 wv= 6240 bu= 54258 cu= 7022581 pu= 57675 vs= 24320 s= 0 / 1500
17 w= 11 d= 11425 c= 46339 l= 2147483647 p= 49146 b= 65536 ch= 16777206 tc=  0.5715 tb=  1.6519 dp= 0 cp= 0 mlc= 328913 mld= 333103 mn= 19259 ex= 1523608 xn= 11 wv= 4966 bu= 43390 cu= 5052800 pu= 45883 vs= 20525 s= 0 / 1500
18 w= 11 d= 11505 c= 46650 l= 2147483647 p= 49146 b= 65536 ch= 16777206 tc=  0.5667 tb=  1.6515 dp= 0 cp= 0 mlc= 331352 mld= 335572 mn= 19425 ex= 1527848 xn= 11 wv= 5003 bu= 43784 cu= 4998844 pu= 46361 vs= 20495 s= 0 / 1500
19 w= 14 d= 59093 c= 246602 l= 2147483647 p= 294876 b= 524288 ch= 67108824 tc=  9.8236 tb= 29.1226 dp= 0 cp= 0 mlc= 2913103 mld= 2926901 mn= 100799 ex= 2124290 xn= 14 wv= 21764 bu= 273639 cu= 67048485 pu= 285117 vs= 125307 s= 0 / 1500
20 w= 11 d= 11425 c= 46339 l= 2147483647 p= 49146 b= 65536 ch= 16777206 tc=  0.5834 tb=  1.7505 dp= 0 cp= 0 mlc= 328737 mld= 332903 mn= 19259 ex= 1432240 xn= 11 wv= 4966 bu= 43577 cu= 5055976 pu= 46070 vs= 20525 s= 0 / 1500
21 w= 10 d= 7737 c= 30902 l= 2147483647 p= 32764 b= 32768 ch= 11947954 tc=  0.4996 tb=  0.9064 dp= 0 cp= 0 mlc= 0 mld= 0 mn= 12876 ex= 1093067 xn= 10 wv= 0 bu= 22270 cu= 1886836 pu= 24135 vs= 0 s= 0 / 1500
22 w= 13 d= 40202 c= 166932 l= 2147483647 p= 278494 b= 524288 ch= 67108824 tc=  8.2259 tb= 25.8387 dp= 0 cp= 0 mlc= 2157532 mld= 2171260 mn= 68522 ex= 1901801 xn= 13 wv= 15981 bu= 261745 cu= 64978571 pu= 269668 vs= 74376 s= 0 / 1500
23 w= 10 d= 7960 c= 32040 l= 2147483647 p= 32764 b= 32768 ch= 8156456 tc=  0.5156 tb=  0.9823 dp= 0 cp= 0 mlc= 0 mld= 0 mn= 13310 ex= 903131 xn= 10 wv= 0 bu= 21833 cu= 1969409 pu= 23683 vs= 0 s= 0 / 1500
24 w= 15 d= 75970 c= 318910 l= 2147483647 p= 114674 b= 1048576 ch= 16777206 tc=  2.6252 tb=  7.2162 dp= 0 cp= 0 mlc= 1975372 mld= 1981835 mn= 130954 ex= 2195047 xn= 15 wv= 20746 bu= 89869 cu= 12857487 pu= 102174 vs= 150500 s= 1786 / 1500
25 w= 10 d= 12198 c= 49110 l= 2147483647 p= 49146 b= 65536 ch= 8353119 tc=  1.1589 tb=  1.0427 dp= 0 cp= 0 mlc= 0 mld= 0 mn= 20418 ex= 913954 xn= 10 wv= 0 bu= 28796 cu= 1667981 pu= 41374 vs= 0 s= 3829 / 1500
26 w= 13 d= 46221 c= 191575 l= 2147483647 p= 212966 b= 524288 ch= 16777206 tc=  2.1059 tb=  3.9792 dp= 0 cp= 0 mlc= 2725893 mld= 2734773 mn= 78169 ex= 2268029 xn= 17 wv= 29297 bu= 155653 cu= 4546449 pu= 202131 vs= 276276 s= 149 / 1500
27 w= 10 d= 12198 c= 49110 l= 2147483647 p= 49146 b= 65536 ch= 9947070 tc=  1.1455 tb=  1.9785 dp= 0 cp= 0 mlc= 0 mld= 0 mn= 20418 ex= 997350 xn= 10 wv= 0 bu= 38583 cu= 3671479 pu= 41374 vs= 0 s= 0 / 1500
28 w= 10 d= 12198 c= 49110 l= 2147483647 p= 49146 b= 65536 ch= 6702664 tc=  1.1390 tb=  1.9977 dp= 0 cp= 0 mlc= 0 mld= 0 mn= 20418 ex= 818698 xn= 10 wv= 0 bu= 38583 cu= 3671479 pu= 41374 vs= 0 s= 0 / 1500
29 w= 13 d= 41381 c= 171551 l= 2147483647 p= 327640 b= 524288 ch= 16777206 tc=  3.2649 tb=  5.2907 dp= 0 cp= 0 mlc= 4473391 mld= 4490491 mn= 70084 ex= 2362200 xn= 16 wv= 54162 bu= 190388 cu= 6424143 pu= 324341 vs= 292956 s= 468 / 1500
