1 w= 11 d= 15462 c= 63023 l= 2147483647 p= 77310 b= 68608 ch= 8899584 tc=  1.2709 tb=  4.4395 dp= 0 cp= 0 mlc= 524288 mld= 1048576 mn= 26624 ex= 1544192 xn= 256 wv= 26355 s= 0 / 150
2 w= 12 d= 21843 c= 90587 l= 2147483647 p= 109215 b= 81920 ch= 11251712 tc=  1.8023 tb=  5.8573 dp= 0 cp= 0 mlc= 1048576 mld= 1048576 mn= 38912 ex= 1695744 xn= 256 wv= 42864 s= 0 / 150
3 w= 12 d= 28104 c= 115678 l= 2147483647 p= 112416 b= 95232 ch= 13659136 tc=  1.9885 tb=  6.3159 dp= 0 cp= 0 mlc= 1048576 mld= 1048576 mn= 49152 ex= 1941504 xn= 256 wv= 55392 s= 0 / 150
4 w= 12 d= 26557 c= 110938 l= 2147483647 p= 132785 b= 109568 ch= 17730560 tc=  2.5698 tb=  8.6227 dp= 0 cp= 0 mlc= 1048576 mld= 1572864 mn= 47104 ex= 1966080 xn= 256 wv= 48210 s= 0 / 150
5 w= 12 d= 28088 c= 115586 l= 2147483647 p= 168528 b= 150528 ch= 26961920 tc=  3.6913 tb= 14.0894 dp= 0 cp= 0 mlc= 1572864 mld= 1572864 mn= 49152 ex= 1765376 xn= 256 wv= 55452 s= 0 / 150
6 w= 12 d= 24362 c= 100934 l= 2147483647 p= 121810 b= 109568 ch= 18269184 tc=  2.3780 tb=  8.0582 dp= 0 cp= 0 mlc= 1048576 mld= 1048576 mn= 43008 ex= 2027520 xn= 256 wv= 47286 s= 0 / 150
7 w= 12 d= 28104 c= 115678 l= 2147483647 p= 112416 b= 99328 ch= 15834112 tc=  2.2865 tb=  7.9372 dp= 0 cp= 0 mlc= 1048576 mld= 1048576 mn= 49152 ex= 1777664 xn= 256 wv= 55392 s= 0 / 150
8 w= 12 d= 23858 c= 98311 l= 2147483647 p= 143148 b= 117760 ch= 20215808 tc=  2.6057 tb=  9.1166 dp= 0 cp= 0 mlc= 1048576 mld= 1048576 mn= 40960 ex= 2220032 xn= 256 wv= 47208 s= 0 / 150
9 w= 11 d= 13959 c= 56769 l= 2147483647 p= 69795 b= 54272 ch= 7022592 tc=  0.8073 tb=  2.5897 dp= 0 cp= 0 mlc= 524288 mld= 524288 mn= 24576 ex= 1675264 xn= 256 wv= 24320 s= 0 / 150
10 w= 11 d= 11425 c= 46339 l= 2147483647 p= 57125 b= 44032 ch= 5053440 tc=  0.6155 tb=  1.9103 dp= 0 cp= 0 mlc= 524288 mld= 524288 mn= 20480 ex= 1523712 xn= 256 wv= 20525 s= 0 / 150
