1 d= 13301 c= 53838 b= 53248 ch= 6685696 tc=  0.84 tb=  3.41
2 d= 4912 c= 19632 b= 13312 ch= 993280 tc=  0.23 tb=  0.74
3 d= 15462 c= 63023 b= 68608 ch= 8899584 tc=  1.35 tb=  5.06
4 d= 98885 c= 414630 b= 41984 ch= 3655680 tc=  1.72 tb=  4.59
5 d= 7699 c= 30687 b= 22528 ch= 1755136 tc=  0.50 tb=  1.28
6 d= 12802 c= 51911 b= 47104 ch= 5310464 tc=  0.70 tb=  2.68
7 d= 26001 c= 106411 b= 112640 ch= 15556608 tc=  2.67 tb= 10.37
8 d= 7701 c= 30700 b= 21504 ch= 1709056 tc=  0.50 tb=  1.25
9 d= 38084 c= 158504 b= 148480 ch= 1594368 tc=  3.70 tb= 11.24
10 d= 13172 c= 53845 b= 46080 ch= 5701632 tc=  0.78 tb=  2.97
11 d= 21843 c= 90587 b= 113664 ch= 20420608 tc=  2.95 tb= 11.41
12 d= 7701 c= 30700 b= 22528 ch= 1716224 tc=  0.50 tb=  1.27
13 d= 132139 c= 555419 b= 62464 ch= 8604672 tc=  2.99 tb=  7.90
14 d= 37220 c= 154145 b= 125952 ch= 19273728 tc=  3.33 tb= 12.38
15 d= 19424 c= 79296 b= 79872 ch= 10457088 tc=  1.66 tb=  5.72
16 d= 7699 c= 30687 b= 22528 ch= 1776640 tc=  0.52 tb=  1.33
17 d= 53436 c= 223037 b= 128000 ch= 2012160 tc=  3.41 tb= 11.64
18 d= 43736 c= 181907 b= 107520 ch= 20934656 tc=  3.67 tb= 13.00
19 d= 7737 c= 30902 b= 22528 ch= 1887232 tc=  0.57 tb=  1.48
20 d= 101545 c= 425596 b= 119808 ch= 18298880 tc=  5.42 tb= 16.11
21 d= 19424 c= 79296 b= 79872 ch= 10457088 tc=  1.63 tb=  6.12
22 d= 7960 c= 32040 b= 22528 ch= 1970176 tc=  0.56 tb=  1.53
23 d= 28104 c= 115678 b= 150528 ch= 26983424 tc=  3.75 tb= 15.59
24 d= 15046 c= 60670 b= 49152 ch= 4349952 tc=  2.02 tb=  3.59
25 d= 45202 c= 185752 b= 208896 ch= 40183808 tc=  7.11 tb= 31.65
26 d= 75927 c= 316479 b= 98304 ch= 14829568 tc=  3.56 tb= 12.00
27 d= 19424 c= 79296 b= 79872 ch= 10457088 tc=  1.61 tb=  6.06
28 d= 18352 c= 74802 b= 77824 ch= 10380288 tc=  1.47 tb=  5.58
29 d= 37469 c= 154587 b= 231424 ch= 48565248 tc=  7.66 tb= 31.88
30 d= 28088 c= 115586 b= 150528 ch= 26961920 tc=  3.97 tb= 15.79
31 d= 18700 c= 76442 b= 78848 ch= 10426368 tc=  1.81 tb=  5.97
32 d= 45458 c= 188212 b= 113664 ch= 17784832 tc=  3.93 tb= 13.79
33 d= 18418 c= 75142 b= 76800 ch= 10328064 tc=  1.47 tb=  5.71
34 d= 26557 c= 110938 b= 109568 ch= 17730560 tc=  2.70 tb=  9.83
35 d= 18514 c= 75634 b= 78848 ch= 10438656 tc=  1.55 tb=  6.19
36 d= 19424 c= 79296 b= 79872 ch= 10457088 tc=  1.61 tb=  6.03
37 d= 28104 c= 115678 b= 148480 ch= 26918912 tc=  4.10 tb= 15.37
38 d= 19424 c= 79296 b= 79872 ch= 10457088 tc=  1.64 tb=  6.28
39 d= 18700 c= 76442 b= 78848 ch= 10426368 tc=  1.74 tb=  6.38
40 d= 24362 c= 100934 b= 118784 ch= 20649984 tc=  3.06 tb= 11.37
41 d= 44239 c= 183731 b= 162816 ch= 25909248 tc=  4.99 tb= 18.88
42 d= 18700 c= 76442 b= 78848 ch= 10426368 tc=  1.58 tb=  5.69
43 d= 18514 c= 75634 b= 78848 ch= 10438656 tc=  1.79 tb=  5.83
44 d= 40202 c= 166932 b= 141312 ch= 26408960 tc=  4.60 tb= 16.71
